,Año,Trimestre,Provincia,Accesos por cada 100 hab
671,2017,1,Tucumán,9.388852799951817
672,2016,4,Buenos Aires,18.578640735833826
673,2016,4,Capital Federal,45.78373827727234
674,2016,4,Catamarca,6.720813040873304
675,2016,4,Chaco,7.653240095890541
676,2016,4,Chubut,10.959254911598952
677,2016,4,Córdoba,17.57129145976522
678,2016,4,Corrientes,8.119896031116928
679,2016,4,Entre Ríos,13.451982739190726
680,2016,4,Formosa,5.02928480990009
681,2016,4,Jujuy,5.758804384392255
682,2016,4,La Pampa,20.670760836407798
683,2016,4,La Rioja,4.350562085368715
684,2016,4,Mendoza,8.910941733480245
685,2016,4,Misiones,8.047024567428018
686,2016,4,Neuquén,17.993247493890816
687,2016,4,Río Negro,14.170250609480686
688,2016,4,Salta,7.865487548426057
689,2016,4,San Juan,6.913287316652287
690,2016,4,San Luis,2.7410268293938924
691,2016,4,Santa Cruz,7.940780215262837
692,2016,4,Santa Fe,16.345011971501133
693,2016,4,Santiago Del Estero,3.719720429331573
694,2016,4,Tierra Del Fuego,20.57132386392357
695,2016,4,Tucumán,9.349553397483637
696,2016,3,Buenos Aires,18.295308597951934
697,2016,3,Capital Federal,45.85472026772204
698,2016,3,Catamarca,6.72059087375157
699,2016,3,Chaco,7.706877803276395
700,2016,3,Chubut,11.041169584989312
701,2016,3,Córdoba,17.78550480431242
702,2016,3,Corrientes,8.161726730902307
703,2016,3,Entre Ríos,13.552371996148606
704,2016,3,Formosa,4.733748023050463
705,2016,3,Jujuy,5.76400350138348
706,2016,3,La Pampa,20.294829381412075
707,2016,3,La Rioja,4.529887087279927
708,2016,3,Mendoza,8.930444449562124
709,2016,3,Misiones,8.121652823521027
710,2016,3,Neuquén,17.862151015228427
711,2016,3,Río Negro,14.220201565227184
712,2016,3,Salta,7.955372391224448
713,2016,3,San Juan,6.939188629814689
714,2016,3,San Luis,2.7472425273887247
715,2016,3,Santa Cruz,7.932484607529773
716,2016,3,Santa Fe,16.529361932364445
717,2016,3,Santiago Del Estero,3.794480871177055
718,2016,3,Tierra Del Fuego,20.307103192524696
719,2016,3,Tucumán,9.358616360369721
720,2016,2,Buenos Aires,18.098684568289556
721,2016,2,Capital Federal,45.59375712104128
722,2016,2,Catamarca,6.632980570132604
723,2016,2,Chaco,7.642896733294073
724,2016,2,Chubut,11.074824787933132
725,2016,2,Córdoba,17.620348014320207
726,2016,2,Corrientes,8.053039893831306
727,2016,2,Entre Ríos,13.377306134693265
728,2016,2,Formosa,4.930439412017454
729,2016,2,Jujuy,5.597761384701527
730,2016,2,La Pampa,19.91385540427254
731,2016,2,La Rioja,4.4934890589340855
732,2016,2,Mendoza,8.96594364845842
733,2016,2,Misiones,7.964976216879448
734,2016,2,Neuquén,17.594175765043765
735,2016,2,Río Negro,14.224291356155328
736,2016,2,Salta,7.770812428027119
737,2016,2,San Juan,6.964997582946448
738,2016,2,San Luis,2.7487304539676813
739,2016,2,Santa Cruz,7.955357767523354
740,2016,2,Santa Fe,16.489119309020037
741,2016,2,Santiago Del Estero,3.943453095409565
742,2016,2,Tierra Del Fuego,20.081326844262296
743,2016,2,Tucumán,9.224512334342581
744,2016,1,Buenos Aires,17.53507921643952
745,2016,1,Capital Federal,43.75778412718348
746,2016,1,Catamarca,6.606879526910472
747,2016,1,Chaco,7.524734075579937
748,2016,1,Chubut,11.115931499378867
749,2016,1,Córdoba,16.972666239608547
750,2016,1,Corrientes,7.940601449315725
751,2016,1,Entre Ríos,13.142540095674788
752,2016,1,Formosa,4.858053690123639
753,2016,1,Jujuy,5.491800261988138
754,2016,1,La Pampa,19.101771424266833
755,2016,1,La Rioja,4.4969582015400285
756,2016,1,Mendoza,8.990567825336337
757,2016,1,Misiones,7.751215322654614
758,2016,1,Neuquén,16.65921009321782
759,2016,1,Río Negro,14.14929460475045
760,2016,1,Salta,7.6113150931071925
761,2016,1,San Juan,6.982387580659241
762,2016,1,San Luis,2.752950183918377
763,2016,1,Santa Cruz,8.051419802811122
764,2016,1,Santa Fe,16.157804349232396
765,2016,1,Santiago Del Estero,4.032855070541266
766,2016,1,Tierra Del Fuego,19.6541853628346
767,2016,1,Tucumán,9.127106142747772
768,2015,4,Buenos Aires,17.683348856285942
769,2015,4,Capital Federal,44.832983780989366
770,2015,4,Catamarca,6.643394374998431
771,2015,4,Chaco,7.53670916277073
772,2015,4,Chubut,11.205552103480567
773,2015,4,Córdoba,17.46916799414709
774,2015,4,Corrientes,7.950363156694786
775,2015,4,Entre Ríos,13.123962308090587
776,2015,4,Formosa,4.8305631271657905
777,2015,4,Jujuy,5.458341251601313
778,2015,4,La Pampa,19.272161272149656
779,2015,4,La Rioja,4.577775134234902
780,2015,4,Mendoza,9.015907568565332
781,2015,4,Misiones,7.766317103077486
782,2015,4,Neuquén,17.22630452981118
783,2015,4,Río Negro,14.185024658290292
784,2015,4,Salta,7.599850568087338
785,2015,4,San Juan,7.007150043164227
786,2015,4,San Luis,2.759291577250979
787,2015,4,Santa Cruz,8.143243109871943
788,2015,4,Santa Fe,16.474943169318767
789,2015,4,Santiago Del Estero,4.197822731421939
790,2015,4,Tierra Del Fuego,19.441920240938828
791,2015,4,Tucumán,9.122607419100433
792,2015,3,Buenos Aires,17.5478839831824
793,2015,3,Capital Federal,44.91109222814752
794,2015,3,Catamarca,6.5638473961451576
795,2015,3,Chaco,7.454020298824401
796,2015,3,Chubut,11.233578169758335
797,2015,3,Córdoba,17.430734989025318
798,2015,3,Corrientes,7.9251911359201195
799,2015,3,Entre Ríos,13.027710914374044
800,2015,3,Formosa,4.783639923880968
801,2015,3,Jujuy,5.423454555427568
802,2015,3,La Pampa,19.055588379965016
803,2015,3,La Rioja,4.550079085806065
804,2015,3,Mendoza,9.042401990754488
805,2015,3,Misiones,7.687041384274881
806,2015,3,Neuquén,16.195213031371225
807,2015,3,Río Negro,14.21984560217436
808,2015,3,Salta,7.525378783060509
809,2015,3,San Juan,7.027462887351242
810,2015,3,San Luis,2.7688118552652248
811,2015,3,Santa Cruz,8.159354482038923
812,2015,3,Santa Fe,16.3639671637834
813,2015,3,Santiago Del Estero,4.237302719178804
814,2015,3,Tierra Del Fuego,22.04802112197417
815,2015,3,Tucumán,9.04046893117945
816,2015,2,Buenos Aires,17.32566254457297
817,2015,2,Capital Federal,44.08485428379352
818,2015,2,Catamarca,6.475144864314208
819,2015,2,Chaco,7.341229538625331
820,2015,2,Chubut,11.215678099350221
821,2015,2,Córdoba,17.106520102782877
822,2015,2,Corrientes,7.790823368355694
823,2015,2,Entre Ríos,12.837181261223597
824,2015,2,Formosa,4.673478484721786
825,2015,2,Jujuy,5.188392481356063
826,2015,2,La Pampa,18.685329046975873
827,2015,2,La Rioja,4.494678751214943
828,2015,2,Mendoza,9.068294493026901
829,2015,2,Misiones,7.4498150149300955
830,2015,2,Neuquén,15.814175161962616
831,2015,2,Río Negro,14.14343856592951
832,2015,2,Salta,7.378443804380798
833,2015,2,San Juan,7.042097078751527
834,2015,2,San Luis,2.778618445940834
835,2015,2,Santa Cruz,8.058063850217536
836,2015,2,Santa Fe,16.093025858679276
837,2015,2,Santiago Del Estero,4.2466687085071415
838,2015,2,Tierra Del Fuego,22.095953780047246
839,2015,2,Tucumán,8.841187690702666
840,2015,1,Buenos Aires,17.241393436944044
841,2015,1,Capital Federal,43.65872499007399
842,2015,1,Catamarca,6.4030169907943355
843,2015,1,Chaco,7.143089175357747
844,2015,1,Chubut,11.585798774556789
845,2015,1,Córdoba,16.79362190248589
846,2015,1,Corrientes,7.642568763996284
847,2015,1,Entre Ríos,12.609336086982932
848,2015,1,Formosa,4.62384901660949
849,2015,1,Jujuy,5.050879913471037
850,2015,1,La Pampa,18.332348933631966
851,2015,1,La Rioja,4.462324463144091
852,2015,1,Mendoza,9.059236417534116
853,2015,1,Misiones,7.1884830279667495
854,2015,1,Neuquén,15.526250068921229
855,2015,1,Río Negro,13.99387526238606
856,2015,1,Salta,7.2946429647847415
857,2015,1,San Juan,7.039582453142129
858,2015,1,San Luis,2.790401457622043
859,2015,1,Santa Cruz,8.391896957421542
860,2015,1,Santa Fe,15.832773292036375
861,2015,1,Santiago Del Estero,4.2444689547784344
862,2015,1,Tierra Del Fuego,22.16715476458662
863,2015,1,Tucumán,8.71860866450986
864,2014,4,Buenos Aires,17.0147634301905
865,2014,4,Capital Federal,43.604620676636536
866,2014,4,Catamarca,6.459254980059493
867,2014,4,Chaco,5.81368220415458
868,2014,4,Chubut,12.22355578461917
869,2014,4,Córdoba,16.655707331301695
870,2014,4,Corrientes,6.174655065970425
871,2014,4,Entre Ríos,10.718328095183363
872,2014,4,Formosa,4.549162969289201
873,2014,4,Jujuy,4.982003512117359
874,2014,4,La Pampa,16.816524623987434
875,2014,4,La Rioja,4.496901902725229
876,2014,4,Mendoza,9.056377705209336
877,2014,4,Misiones,6.540662222041546
878,2014,4,Neuquén,15.52866412077054
879,2014,4,Río Negro,13.889530185847859
880,2014,4,Salta,7.103785883014793
881,2014,4,San Juan,7.100961754619733
882,2014,4,San Luis,2.7819569555272006
883,2014,4,Santa Cruz,8.15757414246012
884,2014,4,Santa Fe,15.657532856900755
885,2014,4,Santiago Del Estero,4.26296198713424
886,2014,4,Tierra Del Fuego,19.341882280727507
887,2014,4,Tucumán,8.693215352295233
888,2014,3,Buenos Aires,17.26299843234104
889,2014,3,Capital Federal,43.20639959292724
890,2014,3,Catamarca,6.269890252791938
891,2014,3,Chaco,5.627757222300207
892,2014,3,Chubut,12.388234071451354
893,2014,3,Córdoba,16.5601374978714
894,2014,3,Corrientes,5.9862826719116935
895,2014,3,Entre Ríos,10.433826435850124
896,2014,3,Formosa,4.5129252671268265
897,2014,3,Jujuy,4.68339443034039
898,2014,3,La Pampa,18.33753400191527
899,2014,3,La Rioja,4.379035874747908
900,2014,3,Mendoza,8.992236937014606
901,2014,3,Misiones,6.399773666851879
902,2014,3,Neuquén,16.726688649309313
903,2014,3,Río Negro,14.159932806209634
904,2014,3,Salta,7.053549273694012
905,2014,3,San Juan,7.0752480415613945
906,2014,3,San Luis,2.770051341285783
907,2014,3,Santa Cruz,8.34323913237982
908,2014,3,Santa Fe,15.437988654617879
909,2014,3,Santiago Del Estero,4.082169590293595
910,2014,3,Tierra Del Fuego,19.344392262780588
911,2014,3,Tucumán,8.381678430058432
912,2014,2,Buenos Aires,16.794925434991658
913,2014,2,Capital Federal,42.974776961427445
914,2014,2,Catamarca,6.284355435383139
915,2014,2,Chaco,5.602127567276613
916,2014,2,Chubut,12.696289361395674
917,2014,2,Córdoba,16.365408420405306
918,2014,2,Corrientes,5.945267054468535
919,2014,2,Entre Ríos,10.372072065869386
920,2014,2,Formosa,4.464869672895974
921,2014,2,Jujuy,4.784095434078587
922,2014,2,La Pampa,16.379048903362197
923,2014,2,La Rioja,4.3933834187878436
924,2014,2,Mendoza,8.95860097015214
925,2014,2,Misiones,6.365807425994047
926,2014,2,Neuquén,15.137568029498313
927,2014,2,Río Negro,13.946569423268942
928,2014,2,Salta,7.004015501526469
929,2014,2,San Juan,7.077771062624967
930,2014,2,San Luis,2.781512264860477
931,2014,2,Santa Cruz,8.744673181156902
932,2014,2,Santa Fe,15.216957428230305
933,2014,2,Santiago Del Estero,4.143683147939005
934,2014,2,Tierra Del Fuego,19.08631433655622
935,2014,2,Tucumán,8.409488588173268
936,2014,1,Buenos Aires,16.692346018019045
937,2014,1,Capital Federal,42.655071630586406
938,2014,1,Catamarca,6.184614520776599
939,2014,1,Chaco,5.553671463702625
940,2014,1,Chubut,12.703590133239262
941,2014,1,Córdoba,16.125183143749393
942,2014,1,Corrientes,5.891708288681968
943,2014,1,Entre Ríos,10.302247104839328
944,2014,1,Formosa,4.444467754793774
945,2014,1,Jujuy,4.724302778829112
946,2014,1,La Pampa,15.994061954006705
947,2014,1,La Rioja,4.353174900044055
948,2014,1,Mendoza,8.933318322823283
949,2014,1,Misiones,6.323160981949705
950,2014,1,Neuquén,14.882265766507492
951,2014,1,Río Negro,13.867842232252002
952,2014,1,Salta,6.976877486214764
953,2014,1,San Juan,7.050796578649686
954,2014,1,San Luis,2.684668505334274
955,2014,1,Santa Cruz,8.677326900880571
956,2014,1,Santa Fe,15.077800919408592
957,2014,1,Santiago Del Estero,4.058899015580628
958,2014,1,Tierra Del Fuego,19.10492102645171
959,2014,1,Tucumán,8.307214637543202
